timestamp,class_id,class_name,conf,x1,y1,x2,y2
2025-09-03T02:55:41.189327,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-03T02:55:41.189327,1,healthy,0.6371,333.62,85.87,370.61,125.79
2025-09-03T02:55:41.189327,1,healthy,0.6272,304.17,84.67,371.30,125.47
2025-09-03T02:55:41.449565,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-03T02:55:41.449565,1,healthy,0.6374,333.63,85.87,370.61,125.80
2025-09-03T02:55:41.449565,1,healthy,0.6272,304.17,84.67,371.30,125.48
2025-09-03T02:55:41.611236,1,healthy,0.7372,0.00,205.23,62.82,294.18
2025-09-03T02:55:41.611236,1,healthy,0.6161,303.16,84.76,370.96,125.74
2025-09-03T02:55:41.611236,1,healthy,0.6100,334.10,85.97,370.44,126.05
2025-09-03T02:55:41.790397,1,healthy,0.7406,0.00,204.81,61.97,294.85
2025-09-03T02:55:41.953518,1,healthy,0.7303,0.00,203.76,61.18,296.79
2025-09-03T02:55:42.136534,1,healthy,0.7323,0.00,204.03,61.11,295.20
2025-09-03T02:55:42.274829,1,healthy,0.7292,0.00,203.95,61.68,292.96
2025-09-03T02:55:42.405427,1,healthy,0.6954,0.00,205.03,61.26,291.34
2025-09-03T02:55:42.405427,0,bleached,0.6641,77.65,242.69,120.02,279.92
2025-09-03T02:55:42.539081,1,healthy,0.6954,0.00,205.03,61.26,291.35
2025-09-03T02:55:42.539081,0,bleached,0.6639,77.65,242.69,120.02,279.92
2025-09-03T02:55:42.671450,0,bleached,0.7624,78.96,242.89,119.54,279.65
2025-09-03T02:55:42.671450,1,healthy,0.6856,0.00,201.45,60.81,293.19
2025-09-03T02:55:42.803307,0,bleached,0.7731,79.09,242.99,119.34,280.98
2025-09-03T02:55:42.803307,1,healthy,0.6991,0.00,201.21,60.70,299.11
2025-09-03T02:55:42.936202,0,bleached,0.7744,79.01,243.11,119.05,281.20
2025-09-03T02:55:42.936202,1,healthy,0.6857,0.00,201.18,60.61,300.58
2025-09-03T02:55:42.936202,1,healthy,0.6299,309.21,85.95,368.25,126.02
2025-09-03T02:55:43.069779,0,bleached,0.7760,79.47,243.33,119.05,280.99
2025-09-03T02:55:43.069779,1,healthy,0.6803,0.00,200.46,60.37,301.19
2025-09-03T02:55:43.069779,1,healthy,0.6122,309.41,85.87,368.22,125.68
2025-09-03T02:55:43.240717,0,bleached,0.7995,80.03,244.29,119.87,278.24
2025-09-03T02:55:43.240717,1,healthy,0.6413,309.50,85.80,368.23,125.42
2025-09-03T02:55:43.240717,1,healthy,0.6401,0.00,202.06,60.23,289.04
2025-09-03T02:55:43.393046,0,bleached,0.7171,78.64,243.88,118.18,277.72
2025-09-03T02:55:43.393046,1,healthy,0.6319,309.57,85.84,368.58,125.19
2025-09-03T02:55:43.393046,1,healthy,0.6145,0.07,204.36,61.25,330.87
2025-09-03T02:55:43.546356,1,healthy,0.6585,310.01,85.87,368.56,125.30
2025-09-03T02:55:43.546356,1,healthy,0.6347,0.12,206.91,57.24,335.61
2025-09-03T02:55:43.708680,1,healthy,0.6270,312.31,85.91,368.88,125.18
2025-09-03T02:55:43.866367,1,healthy,0.6202,310.83,85.94,368.56,125.42
2025-09-03T02:55:44.161086,1,healthy,0.6549,313.89,85.93,368.56,125.86
2025-09-03T02:55:44.161086,1,healthy,0.6337,104.60,17.89,139.41,70.37
2025-09-03T02:55:44.304904,1,healthy,0.6635,104.43,17.99,139.48,70.55
2025-09-03T02:55:44.304904,1,healthy,0.6586,319.55,85.84,368.36,126.10
2025-09-03T02:55:44.304904,1,healthy,0.6056,318.32,85.83,369.81,125.52
2025-09-03T02:55:44.436447,1,healthy,0.6552,103.20,17.93,139.50,71.47
2025-09-03T02:55:44.573313,1,healthy,0.6050,104.04,18.74,139.29,70.30
2025-09-03T02:55:44.704661,1,healthy,0.6098,103.72,18.50,138.94,70.27
2025-09-03T02:55:45.503838,1,healthy,0.6336,105.44,151.40,174.51,209.93
2025-09-03T02:55:45.631704,1,healthy,0.6484,106.36,152.12,174.25,208.97
2025-09-03T02:55:45.763013,1,healthy,0.6785,106.34,151.83,173.44,209.21
2025-09-03T02:55:45.895978,1,healthy,0.6864,106.48,151.97,173.55,209.76
2025-09-03T02:55:46.029464,1,healthy,0.6493,105.58,151.39,173.32,209.18
2025-09-03T02:55:46.175159,1,healthy,0.6496,105.29,152.40,173.28,209.71
2025-09-03T02:55:46.331721,1,healthy,0.6242,105.64,152.89,173.47,209.63
2025-09-03T02:55:46.331721,1,healthy,0.6150,102.96,18.76,139.12,67.87
2025-09-03T02:55:46.463680,1,healthy,0.6206,102.95,19.25,138.96,67.91
