timestamp,class_id,class_name,conf,x1,y1,x2,y2
2025-09-01T03:28:12.400387,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-01T03:28:12.400387,1,healthy,0.6371,333.62,85.87,370.61,125.79
2025-09-01T03:28:12.400387,1,healthy,0.6272,304.17,84.67,371.30,125.47
2025-09-01T03:28:12.514763,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-09-01T03:28:12.514763,1,healthy,0.6374,333.63,85.87,370.61,125.80
2025-09-01T03:28:12.514763,1,healthy,0.6272,304.17,84.67,371.30,125.48
2025-09-01T03:28:12.613460,1,healthy,0.7372,0.00,205.23,62.82,294.18
2025-09-01T03:28:12.613460,1,healthy,0.6161,303.16,84.76,370.96,125.74
2025-09-01T03:28:12.613460,1,healthy,0.6100,334.10,85.97,370.44,126.05
2025-09-01T03:28:12.711329,1,healthy,0.7406,0.00,204.81,61.97,294.85
2025-09-01T03:28:12.807927,1,healthy,0.7303,0.00,203.76,61.18,296.79
2025-09-01T03:28:12.898375,1,healthy,0.7323,0.00,204.03,61.11,295.20
2025-09-01T03:28:12.982931,1,healthy,0.7292,0.00,203.95,61.68,292.96
2025-09-01T03:28:13.068300,1,healthy,0.6954,0.00,205.03,61.26,291.34
2025-09-01T03:28:13.068300,0,bleached,0.6641,77.65,242.69,120.02,279.92
2025-09-01T03:28:13.154059,1,healthy,0.6954,0.00,205.03,61.26,291.35
2025-09-01T03:28:13.154059,0,bleached,0.6639,77.65,242.69,120.02,279.92
2025-09-01T03:28:13.238850,0,bleached,0.7624,78.96,242.89,119.54,279.65
2025-09-01T03:28:13.238850,1,healthy,0.6856,0.00,201.45,60.81,293.19
2025-09-01T03:28:13.326199,0,bleached,0.7731,79.09,242.99,119.34,280.98
2025-09-01T03:28:13.326199,1,healthy,0.6991,0.00,201.21,60.70,299.11
2025-09-01T03:28:13.409977,0,bleached,0.7744,79.01,243.11,119.05,281.20
2025-09-01T03:28:13.409977,1,healthy,0.6857,0.00,201.18,60.61,300.58
2025-09-01T03:28:13.409977,1,healthy,0.6299,309.21,85.95,368.25,126.02
2025-09-01T03:28:13.491425,0,bleached,0.7760,79.47,243.33,119.05,280.99
2025-09-01T03:28:13.491425,1,healthy,0.6803,0.00,200.46,60.37,301.19
2025-09-01T03:28:13.491425,1,healthy,0.6122,309.41,85.87,368.22,125.68
2025-09-01T03:28:13.578793,0,bleached,0.7995,80.03,244.29,119.87,278.24
2025-09-01T03:28:13.578793,1,healthy,0.6413,309.50,85.80,368.23,125.42
2025-09-01T03:28:13.578793,1,healthy,0.6401,0.00,202.06,60.23,289.04
2025-09-01T03:28:13.673939,0,bleached,0.7171,78.64,243.88,118.18,277.72
2025-09-01T03:28:13.673939,1,healthy,0.6319,309.57,85.84,368.58,125.19
